200000	200000	11426	40	6276.37	6095.13
210000	205000	11676	41	6413.70	6312.33
215000	210000	12116	42	6655.39	6574.30
275000	215000	14022	43	7702.37	7633.85
315000	220000	14268	44	7837.50	6750.97
375000	225000	14468	45	7947.36	6902.58
380000	230000	14702	46	8075.90	6968.27
385000	235000	15002	47	8240.69	7179.69
410000	240000	15258	48	8381.31	7757.91
450000	245000	15426	49	8473.60	7930.88
510000	250000	15578	50	8557.09	8348.28
520000	255000	15864	51	8714.19	8675.74
630000	260000	16070	52	8827.35	8757.22
645000	265000	16504	53	9065.75	8915.46
680000	270000	16848	54	9254.71	9142.65
745000	275000	17136	55	9412.91	9332.22
760000	280000	17620	56	9678.77	9615.52
805000	285000	17988	57	9880.92	9776.71
840000	290000	18306	58	10055.60	9967.71
855000	295000	18564	59	10197.32	10079.77
885000	300000	18834	60	10345.63	10232.91
920000	305000	19348	61	10627.98	10542.84
925000	310000	19726	62	10835.61	10754.52
945000	315000	19972	63	10970.74	10856.42
1005000	320000	21208	64	11649.68	11605.74
1450000	325000	21696	65	11917.75	11856.93
1505000	330000	23260	66	12776.86	12747.20
1740000	335000	23264	67	12779.06	12698.78
1750000	340000	23454	68	12883.43	12813.69
1815000	345000	23556	69	12939.46	12863.23
1885000	350000	23910	70	13133.91	13069.44
