80000	80000	6538	67	5314.36	5265.70
83654	81922	6733	68	5472.09	5417.64
90037	83644	6884	69	5594.41	5497.45
91402	85009	6945	70	5644.30	5570.78
102400	86857	7064	71	5740.87	5683.64
115415	87589	7115	72	5782.71	5723.03
138164	87929	7152	73	5813.29	5742.24
144789	89813	7317	74	5946.87	5891.13
162397	91280	7420	75	6030.56	5973.66
167087	93241	7601	76	6177.02	6111.49
180814	95136	7764	77	6309.00	6238.94
227643	96637	7893	78	6413.61	6354.70
236953	99437	8138	79	6611.57	6568.55
251538	100717	8259	80	6709.75	6645.38
266204	103076	8460	81	6872.30	6804.44
271640	104426	8571	82	6962.43	6889.48
277567	105310	8620	83	7002.66	6949.25
281976	106895	8769	84	7123.37	7021.74
294354	107884	8848	85	7187.75	7100.81
294677	108207	8885	86	7218.33	7142.64
299709	109385	9026	87	7332.60	7267.15
303035	109893	9083	88	7379.27	7326.99
348831	111026	9148	89	7432.38	7387.26
362294	113622	9317	90	7569.19	7512.14
365401	114695	9404	91	7640.00	7568.70
