Test step	Reward
400	0
800	0
1200	0
1600	0
2000	0
2400	0
2800	0
3200	0
3600	0
4000	1
4400	0
4800	0
5200	0
5600	0
6000	0
6400	0
6800	0
7200	0
7600	0
8000	0
8400	0
8800	0
9200	0
9600	0
10000	0
10400	0
10800	0
11200	0
11600	0
12000	0
12400	0
12800	0
13200	0
13600	0
14000	0
14400	0
14800	0
15200	0
15600	0
16000	0
16400	0
16800	0
17200	0
17600	0
18000	0
18400	0
18800	0
19200	0
19600	0
20000	0
20400	1
20800	0
21200	1
21600	0
22000	0
22400	0
22800	0
23200	0
23600	0
24000	1
24400	0
24800	1
25200	0
25600	0
26000	1
26400	0
26800	0
27200	0
27600	0
28000	0
28400	0
28800	1
29200	0
29600	0
30000	0
30400	0
30800	0
31200	0
31600	0
32000	0
32400	0
32800	0
33200	0
33600	0
34000	0
34400	0
34800	0
35200	0
35600	0
36000	0
36400	0
36800	0
37200	0
37600	0
38000	0
38400	1
38800	0
39200	0
39600	0
40000	0
40400	0
40800	0
41200	0
41600	0
42000	0
42400	0
42800	0
43200	1
43600	0
44000	0
44400	0
44800	0
45200	0
45600	0
46000	0
46400	0
46800	0
47200	0
47600	0
48000	0
48400	0
48800	0
49200	0
49600	0
50000	0
50400	0
50800	0
51200	0
51600	0
52000	0
52400	0
52800	0
53200	0
53600	0
54000	0
54400	0
54800	0
55200	0
55600	0
56000	0
56400	1
56800	0
57200	0
57600	1
58000	1
58400	0
58800	0
59200	0
59600	1
60000	1
60400	0
60800	0
61200	0
61600	1
62000	0
62400	0
62800	0
63200	0
63600	0
64000	0
64400	0
64800	0
65200	0
65600	0
66000	0
66400	0
66800	0
67200	0
67600	0
68000	1
68400	0
68800	0
69200	0
69600	0
70000	0
70400	0
70800	0
71200	0
71600	0
72000	0
72400	0
72800	0
73200	0
73600	0
74000	0
74400	1
74800	0
75200	0
75600	0
76000	0
76400	0
76800	0
77200	0
77600	0
78000	0
78400	0
78800	0
79200	0
79600	0
80000	0
80400	0
80800	1
81200	1
81600	0
82000	0
82400	0
82800	1
83200	0
83600	0
84000	0
84400	0
84800	0
85200	0
85600	0
86000	0
86400	0
86800	1
87200	0
87600	0
88000	0
88400	0
88800	0
89200	0
89600	0
90000	0
90400	0
90800	0
91200	0
91600	0
92000	0
92400	0
92800	0
93200	0
93600	1
94000	0
94400	0
94800	0
95200	0
95600	1
96000	0
96400	0
96800	0
97200	1
97600	1
98000	0
98400	0
98800	0
99200	0
99600	0
100000	0
100400	0
100800	0
101200	0
101600	0
102000	0
102400	0
102800	0
103200	0
103600	0
104000	0
104400	0
104800	0
105200	0
105600	1
106000	0
106400	0
106800	0
107200	0
107600	0
108000	0
108400	0
108800	0
109200	0
109600	0
110000	1
110400	0
110800	0
111200	0
111600	0
112000	0
112400	0
112800	0
113200	1
113600	0
114000	0
114400	0
114800	0
115200	0
115600	0
116000	0
116400	0
116800	0
117200	0
117600	0
118000	0
118400	1
118800	0
119200	0
119600	0
120000	0
120400	0
120800	0
121200	0
121600	0
122000	0
122400	0
122800	0
123200	0
123600	0
124000	0
124400	1
124800	0
125200	0
125600	0
126000	0
126400	0
126800	0
127200	0
127600	0
128000	1
128400	0
128800	0
129200	0
129600	0
130000	0
130400	0
130800	0
131200	0
131600	0
132000	0
132400	0
132800	0
133200	0
133600	0
134000	0
134400	0
134800	0
135200	0
135600	0
136000	0
136400	0
136800	0
137200	0
137600	0
138000	0
138400	0
138800	0
139200	0
139600	1
140000	0
140400	0
140800	0
141200	0
141600	0
142000	1
142400	0
142800	0
143200	0
143600	0
144000	0
144400	0
144800	0
145200	0
145600	0
146000	0
146400	0
146800	0
147200	0
147600	0
148000	0
148400	1
148800	0
149200	1
149600	0
150000	0
150400	0
150800	0
151200	0
151600	0
152000	0
152400	0
152800	1
153200	0
153600	0
154000	0
154400	0
154800	0
155200	0
155600	0
156000	0
156400	1
156800	0
157200	0
157600	0
158000	0
158400	0
158800	0
159200	0
159600	0
160000	0
160400	0
160800	0
161200	0
161600	0
162000	0
162400	0
162800	0
163200	0
163600	0
164000	0
164400	0
164800	0
165200	0
165600	0
166000	0
166400	0
166800	0
167200	0
167600	0
168000	0
168400	0
168800	0
169200	0
169600	0
170000	1
170400	0
170800	1
171200	0
171600	0
172000	0
172400	0
172800	0
173200	0
173600	0
174000	0
174400	0
174800	0
175200	0
175600	0
176000	0
176400	0
176800	1
177200	0
177600	0
178000	0
178400	0
178800	0
179200	0
179600	1
180000	0
180400	0
180800	0
181200	0
181600	0
182000	0
182400	0
182800	0
183200	1
183600	1
184000	0
184400	0
184800	0
185200	0
185600	0
186000	0
186400	0
186800	0
187200	0
187600	0
188000	0
188400	0
188800	0
189200	0
189600	0
190000	0
190400	0
190800	0
191200	0
191600	0
192000	0
192400	0
192800	0
193200	0
193600	0
194000	0
194400	0
194800	0
195200	0
195600	0
196000	0
196400	0
196800	0
197200	0
197600	0
198000	0
198400	0
198800	0
199200	0
199600	0
200000	0
200400	0
200800	0
201200	0
201600	0
202000	0
202400	0
202800	0
203200	0
203600	1
204000	0
204400	0
204800	1
205200	0
205600	0
206000	0
206400	1
206800	0
207200	0
207600	0
208000	0
208400	0
208800	0
209200	0
209600	0
210000	0
210400	0
210800	0
211200	0
211600	0
212000	0
212400	0
212800	0
213200	0
213600	0
214000	0
214400	0
214800	0
215200	0
215600	0
216000	0
216400	0
216800	0
217200	0
217600	0
218000	1
218400	1
218800	0
219200	0
219600	0
220000	0
220400	0
220800	0
221200	1
221600	0
222000	0
222400	0
222800	1
223200	1
223600	1
224000	0
224400	0
224800	1
225200	0
225600	1
226000	1
226400	1
226800	0
227200	0
227600	1
228000	0
228400	0
228800	1
229200	1
229600	1
230000	1
230400	1
230800	1
231200	1
231600	0
232000	1
232400	0
232800	0
233200	1
233600	1
234000	1
234400	1
234800	1
235200	1
235600	1
236000	1
236400	1
236800	0
237200	1
237600	1
238000	1
238400	0
238800	1
239200	1
239600	1
240000	0
240400	1
240800	1
241200	1
241600	1
242000	1
242400	1
242800	1
243200	0
243600	1
244000	0
244400	1
244800	0
245200	1
245600	1
246000	1
246400	1
246800	1
247200	1
247600	1
248000	1
248400	1
248800	1
249200	1
249600	0
250000	1
250400	1
250800	1
251200	1
251600	0
252000	1
252400	1
252800	1
253200	1
253600	1
254000	1
254400	1
254800	1
255200	1
255600	1
256000	1
256400	1
256800	1
