200000	200000	12256	40	6732.30	6647.55
260000	205000	13292	41	7301.38	6723.51
460000	210000	13636	42	7490.34	7389.78
470000	215000	13836	43	7600.20	7344.68
555000	220000	14314	44	7862.77	7663.28
790000	225000	15292	45	8399.99	7859.72
980000	230000	15618	46	8579.06	8018.00
1095000	235000	15750	47	8651.57	8097.40
1625000	240000	16058	48	8820.76	8577.07
1700000	245000	16184	49	8889.97	8662.91
1770000	250000	16734	50	9192.09	9079.78
1780000	255000	16870	51	9266.79	9186.11
1785000	260000	17164	52	9428.29	9340.40
1795000	265000	17466	53	9594.18	9297.38
1875000	270000	17534	54	9631.53	9063.17
1900000	275000	17792	55	9773.25	9222.32
1920000	280000	18044	56	9911.68	9700.03
