80000	80000	7009	58	5686.14	5640.18
94548	82065	7254	59	5884.11	5818.58
101344	82909	7319	60	5937.22	5879.75
112691	84109	7414	61	6014.47	5968.50
121701	84887	7467	62	6057.92	5979.22
130335	86721	7662	63	6215.65	6137.64
138158	88333	7821	64	6344.40	6275.80
140708	90883	8012	65	6498.91	6340.01
143649	93824	8219	66	6666.29	6593.46
148598	94628	8278	67	6714.57	6616.58
149905	95935	8383	68	6799.88	6739.14
151618	97648	8546	69	6931.85	6883.43
163360	98764	8601	70	6976.91	6929.24
164456	99860	8720	71	7073.48	7042.32
183046	100760	8777	72	7120.15	7061.41
202941	103581	8960	73	7268.22	7206.41
204710	105350	9099	74	7380.88	7340.27
206851	107491	9240	75	7495.15	7466.14
253441	109007	9339	76	7575.62	7481.46
266642	111013	9512	77	7715.65	7628.62
268058	112429	9631	78	7812.21	7763.57
269776	114147	9770	79	7924.87	7866.19
283772	115802	9931	80	8055.24	7954.09
297961	116891	10026	81	8132.49	8067.43
312095	119191	10243	82	8307.92	8248.95
336270	121869	10514	83	8526.80	8498.20
342936	123681	10639	84	8628.20	8553.00
355995	124409	10686	85	8666.82	8648.75
361881	125114	10735	86	8707.06	8611.11
