200000	200000	12302	91	6800.58	6685.02
270349	202607	13063	92	7219.15	7034.66
279477	203467	13102	93	7241.12	6947.57
287777	205915	13307	94	7354.28	7205.47
289311	207449	13424	95	7419.10	7319.76
330496	211213	13577	96	7503.69	7379.69
349164	213665	13746	97	7597.07	7525.49
364471	215708	13867	98	7664.09	7524.61
382078	217101	14014	99	7745.39	7536.17
439903	217414	14051	100	7766.26	7694.49
641057	217572	14068	101	7776.15	7704.38
674787	220530	14299	102	7903.59	7656.25
679329	222010	14364	103	7939.84	7806.44
750731	223920	14613	104	8077.17	7988.37
757382	226497	14718	105	8135.39	7894.95
798070	227949	14839	106	8202.41	8066.58
831740	232534	14930	107	8252.95	8158.07
856722	236649	15037	108	8310.65	8210.90
903752	236912	15062	109	8324.93	8210.18
