200000	200000	12118	40	6656.49	6502.42
215000	205000	12340	41	6778.44	6631.25
280000	210000	12510	42	6871.82	6755.37
340000	215000	12918	43	7095.94	6930.10
370000	220000	13146	44	7221.18	7084.54
385000	225000	13420	45	7371.69	7237.48
400000	230000	13604	46	7472.76	7338.15
420000	235000	13812	47	7587.02	7475.92
425000	240000	14164	48	7780.37	7669.41
445000	245000	14500	49	7964.94	7867.16
515000	250000	14800	50	8129.73	8043.77
780000	255000	15308	51	8408.78	8251.86
810000	260000	15654	52	8598.84	8450.84
850000	265000	15736	53	8643.88	8532.38
945000	270000	15900	54	8733.97	8606.65
985000	275000	16058	55	8820.76	8738.03
1115000	280000	16332	56	8971.27	8865.44
1150000	285000	16532	57	9081.13	9040.48
1385000	290000	16802	58	9229.44	9153.56
1390000	295000	17130	59	9409.61	9332.98
1455000	300000	19350	60	10629.07	10503.38
1460000	305000	19572	61	10751.02	10181.75
1520000	310000	20208	62	11100.38	11020.50
1665000	315000	20398	63	11204.75	11135.82
1760000	320000	20667	64	11353.06	11284.94
1820000	325000	21177	65	11633.21	11459.26
1845000	330000	21457	66	11787.01	11685.76
1875000	335000	21917	67	12039.69	11989.16
1990000	340000	22015	68	12093.52	12001.48
