50000	50000	4578	33	3709.75	3638.44
69088	51605	4709	34	3815.98	3743.80
77005	52436	4820	35	3906.11	3854.46
83500	54243	4943	36	4005.89	3952.25
89553	54875	4988	37	4042.91	3994.81
90280	55602	5041	38	4086.36	4037.27
93035	57097	5224	39	4234.43	4162.10
99513	58931	5399	40	4376.06	4307.48
107594	62710	5694	41	4614.26	4552.08
114180	65932	6049	42	4900.74	4842.94
117346	68627	6264	43	5074.56	5015.08
123330	69989	6383	44	5171.12	5129.17
127153	72734	6590	45	5338.51	5233.54
139567	74247	6735	46	5455.99	5386.29
148898	75868	6866	47	5562.22	5530.75
174054	77574	7035	48	5699.02	5646.80
184743	78943	7156	49	5797.20	5746.76
192387	80969	7337	50	5943.65	5829.85
193057	81639	7382	51	5980.67	5875.12
196473	85055	7577	52	6138.40	6100.20
212642	85933	7636	53	6186.68	6129.98
221086	88971	7903	54	6402.34	6339.00
239489	89851	7972	55	6458.67	6397.55
