50000	50000	4168	31	3378.21	3320.51
57378	50727	4215	32	3416.84	3360.59
59339	52688	4442	33	3600.31	3547.41
61420	53277	4519	34	3663.08	3575.93
66002	54648	4658	35	3775.74	3682.49
67231	55877	4797	36	3888.40	3805.20
70958	57995	4950	37	4012.33	3934.92
76871	60226	5179	38	4197.41	4133.84
89553	61421	5268	39	4269.84	4212.15
112842	62008	5351	40	4337.44	4269.77
113758	62924	5408	41	4384.11	4338.81
114718	63884	5501	42	4459.75	4413.12
119637	66758	5812	43	4710.82	4665.08
123882	67595	5883	44	4768.76	4686.82
133677	68487	5968	45	4837.97	4786.38
160609	71305	6245	46	5061.68	4893.95
171097	73408	6420	47	5203.31	5131.19
174510	74671	6505	48	5272.52	5180.14
175566	75727	6586	49	5338.51	5251.70
176542	76703	6691	50	5423.81	5338.46
180263	78415	6862	51	5562.22	5473.39
182474	80092	6997	52	5671.66	5607.41
192794	81178	7064	53	5726.38	5673.45
195997	82298	7139	54	5787.54	5718.19
200106	84528	7342	55	5951.70	5908.63
213944	86819	7579	56	6143.22	6086.41
219029	88279	7714	57	6252.67	6171.67
220101	89351	7835	58	6350.84	6283.23
237816	91712	8066	59	6537.54	6434.65
248726	92983	8151	60	6606.74	6547.53
