200000	200000	11769	53	6485.11	6376.44
203459	203459	11890	54	6552.12	6504.28
402008	208459	13054	55	7191.52	7127.05
409404	210855	13239	56	7293.69	7192.73
459058	213923	13342	57	7350.81	7274.99
842413	218923	13366	58	7364.00	7144.64
853185	221888	13435	59	7402.45	7263.38
915563	226888	13619	60	7503.52	7388.78
950563	231888	13817	61	7612.28	7527.14
994575	236888	14049	62	7739.72	7452.25
997469	239782	14312	63	7884.74	7830.41
1090708	244782	14550	64	8015.48	7934.38
1118163	248457	14829	65	8169.28	8091.50
1181935	253457	15143	66	8341.76	8231.65
1202966	258022	15386	67	8475.79	8396.73
1220046	261228	15623	68	8606.53	8469.14
