200000	200000	11370	40	6245.61	6186.82
265000	205000	12066	41	6627.93	6527.95
285000	210000	12484	42	6857.54	6553.03
290000	215000	12904	43	7088.25	6979.95
355000	220000	13874	44	7621.07	7336.03
365000	225000	14168	45	7782.57	7528.34
375000	230000	14394	46	7906.71	7557.20
505000	235000	14590	47	8014.38	7822.59
530000	240000	14798	48	8128.63	8052.83
560000	245000	15146	49	8319.79	8229.37
585000	250000	15498	50	8513.15	8275.54
675000	255000	15690	51	8618.61	8399.26
1125000	260000	15868	52	8716.39	8559.47
1195000	265000	15934	53	8752.64	8427.06
1305000	270000	16184	54	8889.97	8711.24
1345000	275000	16418	55	9018.51	8748.06
1370000	280000	16762	56	9207.47	8913.51
1415000	285000	16893	57	9279.98	9096.71
1575000	290000	17223	58	9461.25	9368.97
1600000	295000	17531	59	9630.44	9333.63
1605000	300000	17765	60	9758.97	9707.07
1710000	305000	17849	61	9805.11	9692.80
1830000	310000	18083	62	9933.65	9696.36
1835000	315000	18415	63	10116.02	9916.15
