50000	50000	4232	31	3429.71	3378.16
50961	50961	4349	32	3524.67	3489.40
80734	53397	4524	33	3666.30	3573.33
84251	54371	4609	34	3735.51	3667.28
88427	55906	4744	35	3844.95	3741.92
89734	57213	4821	36	3907.72	3828.59
92399	58965	4956	37	4017.16	3952.61
94035	60601	5067	38	4107.29	4060.22
99617	62864	5284	39	4282.71	4184.75
104357	66736	5615	40	4549.88	4502.23
136733	67655	5710	41	4627.13	4555.08
142312	68749	5775	42	4680.25	4606.83
145102	70387	5878	43	4763.94	4723.07
156354	71603	6015	44	4874.99	4815.25
158502	72562	6080	45	4928.10	4862.83
161614	73892	6209	46	5032.71	4939.88
170012	77807	6586	47	5336.90	5310.33
179147	79448	6759	48	5476.92	5401.78
187473	80797	6858	49	5557.39	5494.91
190988	84312	7079	50	5736.04	5626.98
200068	86684	7262	51	5884.11	5789.43
218903	88746	7461	52	6045.05	5968.45
220441	90284	7572	53	6135.18	6070.05
222490	91074	7625	54	6178.63	6120.06
223994	92578	7752	55	6281.64	6221.04
236387	93703	7821	56	6337.97	6287.08
242472	95086	7990	57	6474.77	6439.52
248365	96460	8185	58	6632.49	6527.17
