200000	200000	17944	107	14523.57	14470.63
205857	203242	18241	108	14763.37	14683.51
620601	208242	21615	109	17478.50	16559.94
955540	213242	24900	110	20122.80	19249.20
1368314	214816	25331	111	20470.44	20455.63
1476245	216296	25438	112	20557.35	20502.63
1479584	219635	25819	113	20864.75	19340.23
1493560	220938	25938	114	20961.32	19444.16
1551745	222014	26049	115	21051.45	20489.79
1579844	222894	26174	116	21152.84	20924.53
2221728	227894	29589	117	23901.76	23675.94
2633434	229219	30050	118	24273.54	24242.75
2635080	230865	30201	119	24395.86	21871.04
2664453	232622	30356	120	24521.40	22980.11
2674334	234246	30521	121	24654.98	23126.19
2725696	236609	30696	122	24796.61	23283.22
5542658	241609	32545	123	26285.34	26224.20
5548707	243947	32746	124	26447.89	24744.29
5551844	246050	32967	125	26626.54	25879.68
5610192	247941	33106	126	26739.20	26718.23
5646143	249319	33247	127	26853.47	26455.61
5702201	251230	33466	128	27030.51	26621.26
5735687	253169	33659	129	27186.63	27144.74
5737661	255143	33884	130	27368.49	24625.01
5758126	256501	33985	131	27450.57	24723.04
5796081	258697	34202	132	27626.00	24943.32
5807058	259148	34249	133	27664.63	24979.40
5843379	260868	34370	134	27762.80	26223.37
5856255	263795	34619	135	27963.98	26434.24
