200000	200000	11515	40	6325.81	6250.43
210000	205000	11679	41	6415.90	6326.69
225000	210000	11917	42	6546.63	6408.77
280000	215000	11925	43	6551.03	6442.36
285000	220000	12389	44	6805.90	6717.51
305000	225000	12705	45	6979.48	6925.15
1045000	230000	13065	46	7177.23	7059.65
1055000	235000	13305	47	7309.07	7229.19
1140000	240000	14201	48	7801.25	7356.38
1165000	245000	14447	49	7936.38	7532.46
1215000	250000	14577	50	8007.78	7499.94
1235000	255000	14851	51	8158.29	7683.69
1295000	260000	15189	52	8343.96	8231.77
1320000	265000	15435	53	8479.09	8267.92
1340000	270000	15783	54	8670.25	8568.60
1415000	275000	16169	55	8882.28	8808.67
1480000	280000	17393	56	9554.63	9430.49
1485000	285000	17654	57	9698.55	9590.89
1570000	290000	19104	58	10495.04	10362.46
1635000	295000	19606	59	10770.79	10611.04
1640000	300000	19920	60	10943.28	10595.21
1785000	305000	20080	61	11031.17	10686.93
1930000	310000	20338	62	11172.89	10944.61
