10000	5.0
20000	6.0
30000	2.0
40000	5.0
50000	6.0
60000	3.0
70000	3.0
80000	5.0
90000	4.0
100000	6.0
110000	7.0
120000	3.0
130000	5.0
140000	5.0
150000	4.0
160000	4.0
170000	3.0
180000	4.0
190000	5.0
200000	6.0
210000	3.0
220000	6.0
230000	5.0
240000	1.0
250000	2.0
260000	6.0
270000	5.0
280000	5.0
290000	19.0
300000	12.0
310000	14.0
320000	16.0
330000	21.0
340000	19.0
350000	9.0
360000	5.0
370000	2.0
380000	5.0
390000	3.0
400000	3.0
410000	4.0
420000	5.0
430000	3.0
440000	3.0
450000	5.0
460000	3.0
470000	6.0
480000	5.0
490000	6.0
500000	2.0
510000	4.0
520000	3.0
530000	5.0
540000	4.0
550000	4.0
560000	6.0
570000	6.0
580000	3.0
590000	2.0
600000	3.0
610000	4.0
620000	5.0
630000	5.0
640000	3.0
650000	4.0
660000	5.0
670000	3.0
680000	6.0
690000	4.0
700000	3.0
710000	4.0
720000	3.0
730000	5.0
740000	4.0
750000	4.0
760000	2.0
770000	2.0
780000	4.0
790000	17.0
800000	4.0
810000	5.0
820000	2.0
830000	6.0
840000	4.0
850000	0.0
860000	0.0
870000	0.0
880000	0.0
890000	0.0
900000	0.0
910000	0.0
920000	0.0
930000	0.0
940000	0.0
950000	4.0
960000	17.0
970000	4.0
980000	9.0
990000	4.0
1000000	1.0
