200000	200000	11782	40	6471.92	6286.63
215000	205000	12116	41	6655.39	6561.33
265000	210000	12256	42	6732.30	6610.66
280000	215000	12690	43	6970.69	6890.61
320000	220000	13044	44	7165.15	7007.83
350000	225000	13232	45	7268.42	7141.10
385000	230000	13584	46	7461.77	7366.49
435000	235000	13874	47	7621.07	7505.57
450000	240000	14260	48	7833.11	7800.26
485000	245000	14480	49	7953.95	7792.17
560000	250000	14862	50	8163.79	8117.65
575000	255000	14956	51	8215.42	8155.01
610000	260000	15372	52	8443.93	8357.16
